Yaw_Set_ID,WD,WS,TI,Farm_Power_kW,Yaw_T0,Power_T0,Yaw_T1,Power_T1,Yaw_T2,Power_T2,Yaw_T3,Power_T3
4,275.0,11.0,0.2,15827.510114677694,0.0,4519.404307286192,25.0,3774.1750695919936,0.0,3599.581290999876,0.0,3934.3494467996306
4,277.5,8.0,0.05,6407.909688931887,0.0,1753.954459179171,25.0,1458.9552750766406,0.0,1476.0382524150552,0.0,1718.96170226102
4,277.5,8.0,0.08750000000000001,6352.539342418477,0.0,1753.954459179171,25.0,1458.9552750766406,0.0,1454.2056261891566,0.0,1685.4239819735083
4,277.5,8.0,0.125,6308.23864091122,0.0,1753.954459179171,25.0,1458.9552750766406,0.0,1449.5901045262297,0.0,1645.7388021291779
4,277.5,8.0,0.16250000000000003,6290.879523442659,0.0,1753.954459179171,25.0,1458.9552750766406,0.0,1461.0425663785902,0.0,1616.9272228082575
4,277.5,8.0,0.2,6297.414027941825,0.0,1753.954459179171,25.0,1458.9552750766406,0.0,1481.9383121589797,0.0,1602.5659815270337
4,277.5,9.0,0.05,9164.39412030405,0.0,2496.427861835767,25.0,2095.5923211493714,0.0,2120.902356585393,0.0,2451.4715807335183
4,277.5,9.0,0.08750000000000001,9089.110201549738,0.0,2496.427861835767,25.0,2095.5923211493714,0.0,2089.4178921651096,0.0,2407.672126399489
4,277.5,9.0,0.125,9029.885290062804,0.0,2496.427861835767,25.0,2095.5923211493714,0.0,2082.5708670702284,0.0,2355.2942400074376
4,277.5,9.0,0.16250000000000003,9007.623789183901,0.0,2496.427861835767,25.0,2095.5923211493714,0.0,2099.2396265200296,0.0,2316.363979678733
4,277.5,9.0,0.2,9017.904246901602,0.0,2496.427861835767,25.0,2095.5923211493714,0.0,2128.977511761168,0.0,2296.906552155295
4,277.5,10.0,0.05,12537.804529862875,0.0,3417.7970050915737,25.0,2863.706209393658,0.0,2900.5914000953208,0.0,3355.7099152823207
4,277.5,10.0,0.08750000000000001,12433.602160243554,0.0,3417.7970050915737,25.0,2863.706209393658,0.0,2856.857283369379,0.0,3295.241662388943
4,277.5,10.0,0.125,12351.639414878371,0.0,3417.7970050915737,25.0,2863.706209393658,0.0,2847.195230052532,0.0,3222.9409703406072
4,277.5,10.0,0.16250000000000003,12320.799363126574,0.0,3417.7970050915737,25.0,2863.706209393658,0.0,2870.060525388372,0.0,3169.2356232529705
4,277.5,10.0,0.2,12334.941383800571,0.0,3417.7970050915737,25.0,2863.706209393658,0.0,2911.015327793128,0.0,3142.4228415222115
4,277.5,11.0,0.05,16581.77878731509,0.0,4519.404307286192,25.0,3774.1750695919936,0.0,3854.998093498067,0.0,4433.201316938835
4,277.5,11.0,0.08750000000000001,16439.444172912314,0.0,4519.404307286192,25.0,3774.1750695919936,0.0,3795.057717642463,0.0,4350.807078391666
4,277.5,11.0,0.125,16326.506044301028,0.0,4519.404307286192,25.0,3774.1750695919936,0.0,3779.2570668165076,0.0,4253.669600606334
4,277.5,11.0,0.16250000000000003,16281.963101718378,0.0,4519.404307286192,25.0,3774.1750695919936,0.0,3805.6410736756784,0.0,4182.742651164514
